Site_name,Plot_no,Site_plot_code,Date,Tree_individual_no,Tree_ID,Tree_dbh_cm,Tree_height_m,Tree_N_lianas,Liana_dbh_cm,Tree_notes,Subplot_radius_m
Reka Halus 12ha,1,F6P1,18/08/2017,898,Diospyros,50,NA,1,11.5,,30
Reka Halus 12ha,1,F6P1,18/08/2017,902,Shorea,39.5,25,6,2,,30
Reka Halus 12ha,1,F6P1,18/08/2017,902,Shorea,39.5,25,6,2.5,,30
Reka Halus 12ha,1,F6P1,18/08/2017,902,Shorea,39.5,25,6,3,,30
Reka Halus 12ha,1,F6P1,18/08/2017,902,Shorea,39.5,25,6,2.5,,30
Reka Halus 12ha,1,F6P1,18/08/2017,902,Shorea,39.5,25,6,8.8,,30
Reka Halus 12ha,1,F6P1,18/08/2017,902,Shorea,39.5,25,6,8,,30
Reka Halus 12ha,1,F6P1,18/08/2017,903,Ficus,34.2,NA,1,2.1,,30
Reka Halus 12ha,1,F6P1,18/08/2017,904,Dehaasia,38,NA,3,7,,30
Reka Halus 12ha,1,F6P1,18/08/2017,904,Dehaasia,38,NA,3,2.5,,30
Reka Halus 12ha,1,F6P1,18/08/2017,904,Dehaasia,38,NA,3,2,,30
Reka Halus 12ha,1,F6P1,18/08/2017,911,Ficus,17.8,NA,1,4.2,,20
Reka Halus 12ha,1,F6P1,18/08/2017,912,Pterospermum,30.5,NA,2,5,,30
Reka Halus 12ha,1,F6P1,18/08/2017,912,Pterospermum,30.5,NA,2,2.5,,30
Reka Halus 12ha,1,F6P1,18/08/2017,913,Ficus,20,8,1,4.1,,20
Reka Halus 12ha,1,F6P1,18/08/2017,914,Macarangapearsonii,46,13,1,7,Multiple stems,30
Reka Halus 12ha,1,F6P1,18/08/2017,915,Ficus,16,5,2,3,,20
Reka Halus 12ha,1,F6P1,18/08/2017,915,Ficus,16,5,2,3.5,,20
Reka Halus 12ha,1,F6P1,18/08/2017,916,Ficus,16,NA,1,3,,20
Reka Halus 12ha,1,F6P1,18/08/2017,917,Paranephelium,16.5,NA,1,4.5,,20
Reka Halus 12ha,1,F6P1,18/08/2017,920,Fagraea,16.4,NA,3,2.3,,20
Reka Halus 12ha,1,F6P1,18/08/2017,920,Fagraea,16.4,NA,3,2.2,,20
Reka Halus 12ha,1,F6P1,18/08/2017,920,Fagraea,16.4,NA,3,2,,20
Reka Halus 12ha,1,F6P1,18/08/2017,921,Paranephelium,23.8,10,1,4.8,Multiple stems,20
Reka Halus 12ha,1,F6P1,18/08/2017,928,Shorea,63,30,2,7.3,,30
Reka Halus 12ha,1,F6P1,18/08/2017,928,Shorea,63,30,2,5,,30
Reka Halus 12ha,1,F6P1,18/08/2017,930,Dilleniaexcelsa,29,NA,4,2.9,,30
Reka Halus 12ha,1,F6P1,18/08/2017,930,Dilleniaexcelsa,29,NA,4,9,,30
Reka Halus 12ha,1,F6P1,18/08/2017,930,Dilleniaexcelsa,29,NA,4,2.4,,30
Reka Halus 12ha,1,F6P1,18/08/2017,930,Dilleniaexcelsa,29,NA,4,3.5,,30
Reka Halus 12ha,1,F6P1,18/08/2017,932,Chisocheton,16.5,NA,3,5,,20
Reka Halus 12ha,1,F6P1,18/08/2017,932,Chisocheton,16.5,NA,3,2.5,,20
Reka Halus 12ha,1,F6P1,18/08/2017,932,Chisocheton,16.5,NA,3,2,,20
Kiabau 9ha,1,F7P1,22/08/2017,944,Irvingiamalayana,55,NA,1,2.2,Sample IDed by Mike,30
Kiabau 9ha,1,F7P1,22/08/2017,977,Aporosa,21.5,NA,1,3.9,,20
Kiabau 9ha,1,F7P1,22/08/2017,982,Shorea,52,30,3,7,,30
Kiabau 9ha,1,F7P1,22/08/2017,982,Shorea,52,30,3,4.5,,30
Kiabau 9ha,1,F7P1,22/08/2017,982,Shorea,52,30,3,2.2,,30
Kiabau 9ha,1,F7P1,22/08/2017,983,Dipterocarpus,27,NA,1,5.6,,30
Kiabau 9ha,1,F7P1,22/08/2017,984,Shorea,70,40,2,13,,30
Kiabau 9ha,1,F7P1,22/08/2017,984,Shorea,70,40,2,8,,30
Kiabau 9ha,1,F7P1,22/08/2017,985,Ochanostachysamentacea,50,30,1,5,,30
Kiabau 9ha,1,F7P1,22/08/2017,989,Dipterocarpus,46.5,35,5,3,,30
Kiabau 9ha,1,F7P1,22/08/2017,989,Dipterocarpus,46.5,35,5,4.6,,30
Kiabau 9ha,1,F7P1,22/08/2017,989,Dipterocarpus,46.5,35,5,2,,30
Kiabau 9ha,1,F7P1,22/08/2017,989,Dipterocarpus,46.5,35,5,2.3,,30
Kiabau 9ha,1,F7P1,22/08/2017,989,Dipterocarpus,46.5,35,5,2,,30
Kiabau 9ha,1,F7P1,22/08/2017,991,Chisocheton,13.8,13,1,2.8,,20
Kiabau 9ha,1,F7P1,22/08/2017,992,Shorea,15.3,NA,1,3.5,,20
Kiabau 9ha,1,F7P1,22/08/2017,994,Dipterocarpuscaudiferus,30.5,25,1,7,,30
Kiabau 9ha,1,F7P1,22/08/2017,996,Shorea,23.7,NA,3,4,,20
Kiabau 9ha,1,F7P1,22/08/2017,996,Shorea,23.7,NA,3,3.8,,20
Kiabau 9ha,1,F7P1,22/08/2017,996,Shorea,23.7,NA,3,3.3,,20
Kiabau 9ha,1,F7P1,22/08/2017,998,Eusideroxylonzwageri,33,40,7,9.2,,30
Kiabau 9ha,1,F7P1,22/08/2017,998,Eusideroxylonzwageri,33,40,7,5.2,,30
Kiabau 9ha,1,F7P1,22/08/2017,998,Eusideroxylonzwageri,33,40,7,3.5,,30
Kiabau 9ha,1,F7P1,22/08/2017,998,Eusideroxylonzwageri,33,40,7,4.2,,30
Kiabau 9ha,1,F7P1,22/08/2017,998,Eusideroxylonzwageri,33,40,7,3.8,,30
Kiabau 9ha,1,F7P1,22/08/2017,998,Eusideroxylonzwageri,33,40,7,10.5,,30
Kiabau 9ha,1,F7P1,22/08/2017,998,Eusideroxylonzwageri,33,40,7,4.5,,30
Kiabau 9ha,1,F7P1,22/08/2017,1000,Shorea,28.8,NA,5,3,,30
Kiabau 9ha,1,F7P1,22/08/2017,1000,Shorea,28.8,NA,5,3,,30
Kiabau 9ha,1,F7P1,22/08/2017,1000,Shorea,28.8,NA,5,2.5,,30
Kiabau 9ha,1,F7P1,22/08/2017,1000,Shorea,28.8,NA,5,5,,30
Kiabau 9ha,1,F7P1,22/08/2017,1000,Shorea,28.8,NA,5,8.9,,30
Kiabau 9ha,1,F7P1,22/08/2017,1003,Chisocheton,14,10,3,2.5,Multiple stems,20
Kiabau 9ha,1,F7P1,22/08/2017,1003,Chisocheton,14,10,3,2,Multiple stems,20
Kiabau 9ha,1,F7P1,22/08/2017,1003,Chisocheton,14,10,3,2,Multiple stems,20
Kiabau 9ha,1,F7P1,22/08/2017,1005,Dipterocarpuscaudiferus,14.5,NA,3,5,,20
Kiabau 9ha,1,F7P1,22/08/2017,1005,Dipterocarpuscaudiferus,14.5,NA,3,3,,20
Kiabau 9ha,1,F7P1,22/08/2017,1005,Dipterocarpuscaudiferus,14.5,NA,3,2,,20
Kiabau 9ha,1,F7P1,22/08/2017,1006,Scaphium,11.2,12,1,2,,20
Kiabau 9ha,1,F7P1,22/08/2017,1007,Palaquiumdasyphyllum,27,NA,3,7.7,,30
Kiabau 9ha,1,F7P1,22/08/2017,1007,Palaquiumdasyphyllum,27,NA,3,3.3,,30
Kiabau 9ha,1,F7P1,22/08/2017,1007,Palaquiumdasyphyllum,27,NA,3,5,,30
Kiabau 9ha,1,F7P1,22/08/2017,1014,Palaquiumdasyphyllum,14,14,1,2.5,,20
Kiabau 9ha,1,F7P1,22/08/2017,1016,Dryobalanopsbeccarii,24.1,NA,2,4.2,,20
Kiabau 9ha,1,F7P1,22/08/2017,1016,Dryobalanopsbeccarii,24.1,NA,2,2,,20
Kiabau 9ha,1,F7P1,22/08/2017,1022,Elaeocarpus,39.3,NA,1,7.3,,30
Kiabau 9ha,1,F7P1,22/08/2017,1026,Eusideroxylonzwageri,36.5,NA,4,3.7,,30
Kiabau 9ha,1,F7P1,22/08/2017,1026,Eusideroxylonzwageri,36.5,NA,4,4.5,,30
Kiabau 9ha,1,F7P1,22/08/2017,1026,Eusideroxylonzwageri,36.5,NA,4,3,,30
Kiabau 9ha,1,F7P1,22/08/2017,1026,Eusideroxylonzwageri,36.5,NA,4,4.2,,30
Kiabau 9ha,1,F7P1,22/08/2017,1028,Shorea,37.5,25,9,3.5,,30
Kiabau 9ha,1,F7P1,22/08/2017,1028,Shorea,37.5,25,9,4,,30
Kiabau 9ha,1,F7P1,22/08/2017,1028,Shorea,37.5,25,9,5,,30
Kiabau 9ha,1,F7P1,22/08/2017,1028,Shorea,37.5,25,9,3.5,,30
Kiabau 9ha,1,F7P1,22/08/2017,1028,Shorea,37.5,25,9,2,,30
Kiabau 9ha,1,F7P1,22/08/2017,1028,Shorea,37.5,25,9,2,,30
Kiabau 9ha,1,F7P1,22/08/2017,1028,Shorea,37.5,25,9,2,,30
Kiabau 9ha,1,F7P1,22/08/2017,1028,Shorea,37.5,25,9,3.5,,30
Kiabau 9ha,1,F7P1,22/08/2017,1028,Shorea,37.5,25,9,2.5,,30
Kiabau 9ha,1,F7P1,22/08/2017,1029,Shoreafallax,26.7,NA,2,10,,30
Kiabau 9ha,1,F7P1,22/08/2017,1029,Shoreafallax,26.7,NA,2,4.3,,30
Kiabau 9ha,1,F7P1,22/08/2017,1037,Shorea,19.2,NA,2,3.9,,20
Kiabau 9ha,1,F7P1,22/08/2017,1037,Shorea,19.2,NA,2,2,,20
Kiabau 9ha,1,F7P1,22/08/2017,1038,Hydnocarpus,10.5,NA,1,2,,20
Kiabau 9ha,1,F7P1,22/08/2017,1042,Mallotus,18.2,NA,1,2.5,,20
Kiabau 9ha,1,F7P1,22/08/2017,1044,Scaphium,25.5,NA,2,8,,30
Kiabau 9ha,1,F7P1,22/08/2017,1044,Scaphium,25.5,NA,2,2,,30
Kiabau 25ha,2,F8P2,19/09/2017,1050,Shorea,33,NA,10,2.8,,30
Kiabau 25ha,2,F8P2,19/09/2017,1050,Shorea,33,NA,10,3.3,,30
Kiabau 25ha,2,F8P2,19/09/2017,1050,Shorea,33,NA,10,4.5,,30
Kiabau 25ha,2,F8P2,19/09/2017,1050,Shorea,33,NA,10,3.2,,30
Kiabau 25ha,2,F8P2,19/09/2017,1050,Shorea,33,NA,10,7.3,,30
Kiabau 25ha,2,F8P2,19/09/2017,1050,Shorea,33,NA,10,6.5,,30
Kiabau 25ha,2,F8P2,19/09/2017,1050,Shorea,33,NA,10,2,,30
Kiabau 25ha,2,F8P2,19/09/2017,1050,Shorea,33,NA,10,3.4,,30
Kiabau 25ha,2,F8P2,19/09/2017,1050,Shorea,33,NA,10,3.8,,30
Kiabau 25ha,2,F8P2,19/09/2017,1050,Shorea,33,NA,10,3.2,,30
Kiabau 25ha,2,F8P2,19/09/2017,1052,Cleistanthus,10,10,3,6,Sample IDed by Postar. S2,20
Kiabau 25ha,2,F8P2,19/09/2017,1052,Cleistanthus,10,10,3,2.2,Sample IDed by Postar. S2,20
Kiabau 25ha,2,F8P2,19/09/2017,1052,Cleistanthus,10,10,3,2.8,Sample IDed by Postar. S2,20
Kiabau 25ha,2,F8P2,19/09/2017,1058,Shorea,36.5,20,4,3.2,,30
Kiabau 25ha,2,F8P2,19/09/2017,1058,Shorea,36.5,20,4,2.9,,30
Kiabau 25ha,2,F8P2,19/09/2017,1058,Shorea,36.5,20,4,3,,30
Kiabau 25ha,2,F8P2,19/09/2017,1058,Shorea,36.5,20,4,5.3,,30
Kiabau 25ha,2,F8P2,19/09/2017,1061,Elaeocarpus,55,NA,1,3.6,Sample IDed by Mike and Postar. S7 (same as S3 collected) ,30
Kiabau 25ha,2,F8P2,19/09/2017,1062,Syzygium,21.7,NA,1,3.1,Multiple stems,20
Kiabau 25ha,2,F8P2,19/09/2017,1069,Shorea,28.7,NA,1,2,,30
Kiabau 25ha,2,F8P2,19/09/2017,1071,Dipterocarpus,25.3,NA,5,4,,30
Kiabau 25ha,2,F8P2,19/09/2017,1071,Dipterocarpus,25.3,NA,5,3,,30
Kiabau 25ha,2,F8P2,19/09/2017,1071,Dipterocarpus,25.3,NA,5,3,,30
Kiabau 25ha,2,F8P2,19/09/2017,1071,Dipterocarpus,25.3,NA,5,3.5,,30
Kiabau 25ha,2,F8P2,19/09/2017,1071,Dipterocarpus,25.3,NA,5,4,,30
Kiabau 25ha,2,F8P2,19/09/2017,1079,Chionanthus,11.2,NA,3,6,,20
Kiabau 25ha,2,F8P2,19/09/2017,1079,Chionanthus,11.2,NA,3,4,,20
Kiabau 25ha,2,F8P2,19/09/2017,1079,Chionanthus,11.2,NA,3,2.3,,20
Kiabau 25ha,2,F8P2,19/09/2017,1081,Palaquiumdasyphyllum,23.3,15,1,4.2,,20
Kiabau 25ha,2,F8P2,19/09/2017,1089,Canarium,29.4,NA,4,3.2,,30
Kiabau 25ha,2,F8P2,19/09/2017,1089,Canarium,29.4,NA,4,2,,30
Kiabau 25ha,2,F8P2,19/09/2017,1089,Canarium,29.4,NA,4,7,,30
Kiabau 25ha,2,F8P2,19/09/2017,1089,Canarium,29.4,NA,4,2,,30
Kiabau 25ha,2,F8P2,19/09/2017,1091,Canarium,23,15,5,6,,20
Kiabau 25ha,2,F8P2,19/09/2017,1091,Canarium,23,15,5,2,,20
Kiabau 25ha,2,F8P2,19/09/2017,1091,Canarium,23,15,5,2,,20
Kiabau 25ha,2,F8P2,19/09/2017,1091,Canarium,23,15,5,2.5,,20
Kiabau 25ha,2,F8P2,19/09/2017,1091,Canarium,23,15,5,2.5,,20
Kiabau 25ha,2,F8P2,19/09/2017,1092,Lithocarpus,24.6,NA,3,3.2,,20
Kiabau 25ha,2,F8P2,19/09/2017,1092,Lithocarpus,24.6,NA,3,2.6,,20
Kiabau 25ha,2,F8P2,19/09/2017,1092,Lithocarpus,24.6,NA,3,2,,20
Kiabau 25ha,2,F8P2,19/09/2017,1106,Syzygium,11,NA,2,2.8,,20
Kiabau 25ha,2,F8P2,19/09/2017,1106,Syzygium,11,NA,2,2,,20
Kiabau 25ha,2,F8P2,19/09/2017,1107,Lithocarpus,42.8,NA,11,7,,30
Kiabau 25ha,2,F8P2,19/09/2017,1107,Lithocarpus,42.8,NA,11,4.7,,30
Kiabau 25ha,2,F8P2,19/09/2017,1107,Lithocarpus,42.8,NA,11,6.2,,30
Kiabau 25ha,2,F8P2,19/09/2017,1107,Lithocarpus,42.8,NA,11,4,,30
Kiabau 25ha,2,F8P2,19/09/2017,1107,Lithocarpus,42.8,NA,11,3.8,,30
Kiabau 25ha,2,F8P2,19/09/2017,1107,Lithocarpus,42.8,NA,11,3.5,,30
Kiabau 25ha,2,F8P2,19/09/2017,1107,Lithocarpus,42.8,NA,11,5,,30
Kiabau 25ha,2,F8P2,19/09/2017,1107,Lithocarpus,42.8,NA,11,2.5,,30
Kiabau 25ha,2,F8P2,19/09/2017,1107,Lithocarpus,42.8,NA,11,3.5,,30
Kiabau 25ha,2,F8P2,19/09/2017,1107,Lithocarpus,42.8,NA,11,2.5,,30
Kiabau 25ha,2,F8P2,19/09/2017,1107,Lithocarpus,42.8,NA,11,3,,30
Kiabau 25ha,2,F8P2,19/09/2017,1131,Shorea,23.3,15,6,3.6,,20
Kiabau 25ha,2,F8P2,19/09/2017,1131,Shorea,23.3,15,6,3.2,,20
Kiabau 25ha,2,F8P2,19/09/2017,1131,Shorea,23.3,15,6,3.9,,20
Kiabau 25ha,2,F8P2,19/09/2017,1131,Shorea,23.3,15,6,2.5,,20
Kiabau 25ha,2,F8P2,19/09/2017,1131,Shorea,23.3,15,6,2.6,,20
Kiabau 25ha,2,F8P2,19/09/2017,1131,Shorea,23.3,15,6,4.3,,20
Kiabau 25ha,3,F8P3,20/09/2017,1140,Litsea,16,NA,11,3,,20
Kiabau 25ha,3,F8P3,20/09/2017,1140,Litsea,16,NA,11,2.5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1140,Litsea,16,NA,11,2.4,,20
Kiabau 25ha,3,F8P3,20/09/2017,1140,Litsea,16,NA,11,2.5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1140,Litsea,16,NA,11,3.1,,20
Kiabau 25ha,3,F8P3,20/09/2017,1140,Litsea,16,NA,11,2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1140,Litsea,16,NA,11,2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1140,Litsea,16,NA,11,3.3,,20
Kiabau 25ha,3,F8P3,20/09/2017,1140,Litsea,16,NA,11,2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1140,Litsea,16,NA,11,2.1,,20
Kiabau 25ha,3,F8P3,20/09/2017,1140,Litsea,16,NA,11,4.1,,20
Kiabau 25ha,3,F8P3,20/09/2017,1141,Dillenia,17,NA,1,2.8,,20
Kiabau 25ha,3,F8P3,20/09/2017,1144,Gironnierasubaequalis,24.6,NA,5,4.7,Based on S4,20
Kiabau 25ha,3,F8P3,20/09/2017,1144,Gironnierasubaequalis,24.6,NA,5,3.3,Based on S4,20
Kiabau 25ha,3,F8P3,20/09/2017,1144,Gironnierasubaequalis,24.6,NA,5,2,Based on S4,20
Kiabau 25ha,3,F8P3,20/09/2017,1144,Gironnierasubaequalis,24.6,NA,5,3.8,Based on S4,20
Kiabau 25ha,3,F8P3,20/09/2017,1144,Gironnierasubaequalis,24.6,NA,5,2.6,Based on S4,20
Kiabau 25ha,3,F8P3,20/09/2017,1146,Durio,18.5,NA,3,3.4,,20
Kiabau 25ha,3,F8P3,20/09/2017,1146,Durio,18.5,NA,3,2.8,,20
Kiabau 25ha,3,F8P3,20/09/2017,1146,Durio,18.5,NA,3,2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1147,Gironnierasubaequalis,25.1,NA,6,3.8,Based on S4,30
Kiabau 25ha,3,F8P3,20/09/2017,1147,Gironnierasubaequalis,25.1,NA,6,4,Based on S4,30
Kiabau 25ha,3,F8P3,20/09/2017,1147,Gironnierasubaequalis,25.1,NA,6,5,Based on S4,30
Kiabau 25ha,3,F8P3,20/09/2017,1147,Gironnierasubaequalis,25.1,NA,6,3,Based on S4,30
Kiabau 25ha,3,F8P3,20/09/2017,1147,Gironnierasubaequalis,25.1,NA,6,2,Based on S4,30
Kiabau 25ha,3,F8P3,20/09/2017,1147,Gironnierasubaequalis,25.1,NA,6,2,Based on S4,30
Kiabau 25ha,3,F8P3,20/09/2017,1148,Dysoxylum,11,NA,11,2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1148,Dysoxylum,11,NA,11,2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1148,Dysoxylum,11,NA,11,4,,20
Kiabau 25ha,3,F8P3,20/09/2017,1148,Dysoxylum,11,NA,11,3,,20
Kiabau 25ha,3,F8P3,20/09/2017,1148,Dysoxylum,11,NA,11,3,,20
Kiabau 25ha,3,F8P3,20/09/2017,1148,Dysoxylum,11,NA,11,2.5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1148,Dysoxylum,11,NA,11,4,,20
Kiabau 25ha,3,F8P3,20/09/2017,1148,Dysoxylum,11,NA,11,5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1148,Dysoxylum,11,NA,11,4.5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1148,Dysoxylum,11,NA,11,3,,20
Kiabau 25ha,3,F8P3,20/09/2017,1148,Dysoxylum,11,NA,11,3.5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1149,Dehaasia,21,10,4,2.8,,20
Kiabau 25ha,3,F8P3,20/09/2017,1149,Dehaasia,21,10,4,2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1149,Dehaasia,21,10,4,3,,20
Kiabau 25ha,3,F8P3,20/09/2017,1149,Dehaasia,21,10,4,2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1150,Lithocarpus,34,NA,10,5.4,Multiple stems,30
Kiabau 25ha,3,F8P3,20/09/2017,1150,Lithocarpus,34,NA,10,5.5,Multiple stems,30
Kiabau 25ha,3,F8P3,20/09/2017,1150,Lithocarpus,34,NA,10,4.5,Multiple stems,30
Kiabau 25ha,3,F8P3,20/09/2017,1150,Lithocarpus,34,NA,10,4,Multiple stems,30
Kiabau 25ha,3,F8P3,20/09/2017,1150,Lithocarpus,34,NA,10,2.5,Multiple stems,30
Kiabau 25ha,3,F8P3,20/09/2017,1150,Lithocarpus,34,NA,10,5.5,Multiple stems,30
Kiabau 25ha,3,F8P3,20/09/2017,1150,Lithocarpus,34,NA,10,3,Multiple stems,30
Kiabau 25ha,3,F8P3,20/09/2017,1150,Lithocarpus,34,NA,10,2.5,Multiple stems,30
Kiabau 25ha,3,F8P3,20/09/2017,1150,Lithocarpus,34,NA,10,2.5,Multiple stems,30
Kiabau 25ha,3,F8P3,20/09/2017,1150,Lithocarpus,34,NA,10,2,Multiple stems,30
Kiabau 25ha,3,F8P3,20/09/2017,1152,Shorea,22.8,11,4,3.4,,20
Kiabau 25ha,3,F8P3,20/09/2017,1152,Shorea,22.8,11,4,2.6,,20
Kiabau 25ha,3,F8P3,20/09/2017,1152,Shorea,22.8,11,4,3,,20
Kiabau 25ha,3,F8P3,20/09/2017,1152,Shorea,22.8,11,4,2.3,,20
Kiabau 25ha,3,F8P3,20/09/2017,1154,Gironnierasubaequalis,30,NA,2,3.5,Based on S4,30
Kiabau 25ha,3,F8P3,20/09/2017,1154,Gironnierasubaequalis,30,NA,2,3.4,Based on S4,30
Kiabau 25ha,3,F8P3,20/09/2017,1158,Drypetes,14,NA,2,2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1158,Drypetes,14,NA,2,2.5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1159,Chionanthus,12.9,NA,3,3.5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1159,Chionanthus,12.9,NA,3,2.2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1159,Chionanthus,12.9,NA,3,5.9,,20
Kiabau 25ha,3,F8P3,20/09/2017,1165,Gironnierasubaequalis,35,NA,3,3,Based on S4,30
Kiabau 25ha,3,F8P3,20/09/2017,1165,Gironnierasubaequalis,35,NA,3,2.5,Based on S4,30
Kiabau 25ha,3,F8P3,20/09/2017,1165,Gironnierasubaequalis,35,NA,3,4,Based on S4,30
Kiabau 25ha,3,F8P3,20/09/2017,1166,Drypetes,17.3,12,8,3.7,,20
Kiabau 25ha,3,F8P3,20/09/2017,1166,Drypetes,17.3,12,8,2.6,,20
Kiabau 25ha,3,F8P3,20/09/2017,1166,Drypetes,17.3,12,8,3.2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1166,Drypetes,17.3,12,8,5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1166,Drypetes,17.3,12,8,5.2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1166,Drypetes,17.3,12,8,3,,20
Kiabau 25ha,3,F8P3,20/09/2017,1166,Drypetes,17.3,12,8,2.8,,20
Kiabau 25ha,3,F8P3,20/09/2017,1166,Drypetes,17.3,12,8,6,,20
Kiabau 25ha,3,F8P3,20/09/2017,1167,Syzygium,10,7,1,3,,20
Kiabau 25ha,3,F8P3,20/09/2017,1168,Litsea,13.5,NA,2,2.5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1168,Litsea,13.5,NA,2,2.5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1169,Gironnierasubaequalis,25,10,2,5,Based on S4,30
Kiabau 25ha,3,F8P3,20/09/2017,1169,Gironnierasubaequalis,25,10,2,3,Based on S4,30
Kiabau 25ha,3,F8P3,20/09/2017,1171,Syzygium,28.8,NA,2,2.5,,30
Kiabau 25ha,3,F8P3,20/09/2017,1171,Syzygium,28.8,NA,2,3.5,,30
Kiabau 25ha,3,F8P3,20/09/2017,1172,Magnolia,17.1,NA,4,4,,20
Kiabau 25ha,3,F8P3,20/09/2017,1172,Magnolia,17.1,NA,4,3,,20
Kiabau 25ha,3,F8P3,20/09/2017,1172,Magnolia,17.1,NA,4,4.5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1172,Magnolia,17.1,NA,4,5.5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1173,Shorea,11.6,NA,5,3.4,,20
Kiabau 25ha,3,F8P3,20/09/2017,1173,Shorea,11.6,NA,5,3.7,,20
Kiabau 25ha,3,F8P3,20/09/2017,1173,Shorea,11.6,NA,5,4,,20
Kiabau 25ha,3,F8P3,20/09/2017,1173,Shorea,11.6,NA,5,2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1173,Shorea,11.6,NA,5,2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1174,Lepisanthes,18.4,NA,7,2.8,,20
Kiabau 25ha,3,F8P3,20/09/2017,1174,Lepisanthes,18.4,NA,7,3.4,,20
Kiabau 25ha,3,F8P3,20/09/2017,1174,Lepisanthes,18.4,NA,7,3.2,,20
Kiabau 25ha,3,F8P3,20/09/2017,1174,Lepisanthes,18.4,NA,7,3.5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1174,Lepisanthes,18.4,NA,7,3.6,,20
Kiabau 25ha,3,F8P3,20/09/2017,1174,Lepisanthes,18.4,NA,7,9,,20
Kiabau 25ha,3,F8P3,20/09/2017,1174,Lepisanthes,18.4,NA,7,3,,20
Kiabau 25ha,3,F8P3,20/09/2017,1175,Palaquium,13,NA,1,5,,20
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,3,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,2.8,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,5.3,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,3,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,3.4,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,3,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,3.7,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,10,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,3.8,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,2.5,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,2.4,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,2.3,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,3,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,3.3,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1176,Elaeocarpus,29,NA,15,2,Based on S7,30
Kiabau 25ha,3,F8P3,20/09/2017,1177,Elaeocarpus,13.2,NA,4,3.5,Based on S7,20
Kiabau 25ha,3,F8P3,20/09/2017,1177,Elaeocarpus,13.2,NA,4,3,Based on S7,20
Kiabau 25ha,3,F8P3,20/09/2017,1177,Elaeocarpus,13.2,NA,4,2,Based on S7,20
Kiabau 25ha,3,F8P3,20/09/2017,1177,Elaeocarpus,13.2,NA,4,2,Based on S7,20
Kiabau 25ha,3,F8P3,20/09/2017,1178,Elaeocarpus,18.2,11,4,2,Based on S7,20
Kiabau 25ha,3,F8P3,20/09/2017,1178,Elaeocarpus,18.2,11,4,2,Based on S7,20
Kiabau 25ha,3,F8P3,20/09/2017,1178,Elaeocarpus,18.2,11,4,2.5,Based on S7,20
